hgnc_symbol	entrezgene	ensembl_gene_id	logFC_LC	PValue_LC
DTX3L	151636	ENSG00000163840	-0.045600809	0.886985391
DUSP7	1849	ENSG00000164086	-1.226657977	0.023988512
EBF1	1879	ENSG00000164330	-0.482353905	0.302445033
EDIL3	10085	ENSG00000164176	-1.458958536	0.015162158
EFHB	151651	ENSG00000163576	0.454497193	0.730270513
EGFLAM	133584	ENSG00000164318	0.247023569	0.723094311
EIF4E3	317649	ENSG00000163412	-1.32871054	0.000507981
EIF5A2	56648	ENSG00000163577	0.799829395	0.117120912
ELF3	1999	ENSG00000163435	0.658065901	0.41775724
ELOVL7	79993	ENSG00000164181	-0.068751572	0.912668203
ELP6	54859	ENSG00000163832	-0.168261845	0.688705815
EMCN	51705	ENSG00000164035	-3.175126666	1.73e-05
EN2	2020	ENSG00000164778	3.228756125	0.04720921
ENPP6	133121	ENSG00000164303	-2.726114976	0.00069556
EOMES	8320	ENSG00000163508	0.387288342	0.547805904
ERAP1	51752	ENSG00000164307	-0.459140244	0.259065945
ERAP2	64167	ENSG00000164308	-0.322062267	0.607832958
ERICH6	131831	ENSG00000163645	1.2400881	0.260645635
ERMAP	114625	ENSG00000164010	-1.088993803	0.009689591
ESM1	11082	ENSG00000164283	1.280794948	0.131601348
ETNPPL	64850	ENSG00000164089	5.849746022	0.007934602
EXO5	64789	ENSG00000164002	0.189785169	0.691322884
F2RL1	2150	ENSG00000164251	1.651855947	0.017165218
F2RL2	2151	ENSG00000164220	4.150620978	0.001750622
FABP1	2168	ENSG00000163586	-5.930151349	0.006072379
FABP5	2171	ENSG00000164687	-2.405199843	3.78e-05
FABP7	2173	ENSG00000164434	2.375184249	0.088013172
FAM160A1	729830	ENSG00000164142	-0.32132171	0.567381361
FAM170A	340069	ENSG00000164334	-1.526141639	0.162163456
FAM183BP	340286	ENSG00000164556	0.243614324	0.810587529
FAM198B	51313	ENSG00000164125	-0.122198459	0.782949345
FAM208A	23272	ENSG00000163946	0.075439278	0.814553672
FAM219A	203259	ENSG00000164970	-0.151610052	0.727140645
FANCD2OS	115795	ENSG00000163705	2.561172896	0.040807497
FASTK	10922	ENSG00000164896	0.644952306	0.201267354
FBLN2	2199	ENSG00000163520	0.078519124	0.903514957
FBXO40	51725	ENSG00000163833	1.897895927	0.115735926
FBXO8	26269	ENSG00000164117	-0.373858269	0.389762147
FBXW12	285231	ENSG00000164049	2.576125884	0.066746367
FCRL1	115350	ENSG00000163534	-0.321148119	0.613917919
FCRL4	83417	ENSG00000163518	4.495319222	0.00125878
FEV	54738	ENSG00000163497	7.079753737	0.002559029
FMC1	154791	ENSG00000164898	0.469539212	0.441276066
FNDC1	84624	ENSG00000164694	2.520563842	0.012230921
FOXK1	221937	ENSG00000164916	0.317480379	0.462389039
FOXQ1	94234	ENSG00000164379	1.341159396	0.20449431
FREM1	158326	ENSG00000164946	-2.487317654	0.001888014
FSTL1	11167	ENSG00000163430	-0.014382041	0.979819759
FYCO1	79443	ENSG00000163820	-1.196534997	0.006700127
FZD6	8323	ENSG00000164930	-0.360048778	0.330650141
GALNT10	55568	ENSG00000164574	-0.556334931	0.141277461
GBX1	2636	ENSG00000164900	2.455077845	0.05738868
GDF9	2661	ENSG00000164404	0.840335183	0.299673786
GEM	2669	ENSG00000164949	0.545086716	0.4483604
GFM2	84340	ENSG00000164347	0.338886048	0.342843864
GJB7	375519	ENSG00000164411	0.077656534	0.955051956
GLB1L	79411	ENSG00000163521	-0.263718771	0.649922526
GMPS	8833	ENSG00000163655	0.592637977	0.141716983
GNL3	26354	ENSG00000163938	0.750919199	0.070789179
GPER1	2852	ENSG00000164850	-2.898608525	0.00645669
GPR146	115330	ENSG00000164849	-3.028491773	0.000248498
GPR85	54329	ENSG00000164604	-0.910700222	0.138762185
GPX8	493869	ENSG00000164294	1.480620635	0.021811907
GRIK2	2898	ENSG00000164418	1.672578576	0.125509864
GRIK3	2899	ENSG00000163873	3.723769491	0.024534517
GRM2	2912	ENSG00000164082	2.015153453	0.038975941
GRPEL2	134266	ENSG00000164284	0.093683107	0.781474532
GTPBP8	29083	ENSG00000163607	0.501852197	0.193417175
GUCY1A1	2982	ENSG00000164116	-0.793152511	0.10251541
GYG1	2992	ENSG00000163754	-0.136862184	0.764482748
H2AFZ	3015	ENSG00000164032	1.007180298	0.086746324
HAND2	9464	ENSG00000164107	2.842490292	0.078277338
HCN1	348980	ENSG00000164588	2.350357846	0.106227512
HDAC11	79885	ENSG00000163517	-0.493594679	0.340125431
HESX1	8820	ENSG00000163666	0.586289666	0.314223432
HEY1	23462	ENSG00000164683	-1.767699586	0.008896933
HEYL	26508	ENSG00000163909	-1.029886565	0.078207745
HHIP	64399	ENSG00000164161	-3.898328108	0.000409534
HIST1H2AA	221613	ENSG00000164508	0	1
HMGB2	3148	ENSG00000164104	0.925595644	0.068342185
HNF4G	3174	ENSG00000164749	3.858625114	0.001278638
HPGD	3248	ENSG00000164120	-2.793816188	0.003647225
HPS3	84343	ENSG00000163755	0.54218195	0.118860505
HSPA4L	22824	ENSG00000164070	1.498496514	0.045306968
HTR4	3360	ENSG00000164270	-1.089395751	0.305838595
ICA1L	130026	ENSG00000163596	0.373846248	0.561251148
ICE1	23379	ENSG00000164151	0.301114956	0.453714787
ICOS	29851	ENSG00000163600	-0.83278269	0.198665827
IFI16	3428	ENSG00000163565	0.260722519	0.566905561
IFT122	55764	ENSG00000163913	-0.283611102	0.512189612
IGF2BP2-AS1	646600	ENSG00000163915	3.76808334	0.021678261
IGFBP7	3490	ENSG00000163453	-0.576907428	0.245729426
IHH	3549	ENSG00000163501	1.945586409	0.204989005
IL15	3600	ENSG00000164136	0.229743714	0.646844969
IL17RC	84818	ENSG00000163702	-0.27331331	0.541686615
IL17RE	132014	ENSG00000163701	-0.975511013	0.177299363
IL22RA2	116379	ENSG00000164485	3.386639767	0.018714862
IL3	3562	ENSG00000164399	0.874412455	0.291237765
IL31RA	133396	ENSG00000164509	5.49155232	0.000109057
INTS1	26173	ENSG00000164880	0.276978402	0.574545485
INTS4P1	285905	ENSG00000164669	0.570386213	0.611884996
INTS8	55656	ENSG00000164941	1.025775651	0.002355405
INTU	27152	ENSG00000164066	0.647907925	0.232106675
IQUB	154865	ENSG00000164675	0.546367934	0.626152027
ITGA2	3673	ENSG00000164171	1.679830842	0.028596264
KCNK5	8645	ENSG00000164626	-0.032655859	0.949143065
KCNV1	27012	ENSG00000164794	-3.267248365	0.022836642
KIAA0895	23366	ENSG00000164542	0.717627033	0.06356403
KIAA1143	57456	ENSG00000163807	-0.466449346	0.12496089
KIAA1324L	222223	ENSG00000164659	-2.800515647	0.000234987
KIF15	56992	ENSG00000163808	2.467625889	0.000882726
KIF6	221458	ENSG00000164627	-0.551808971	0.590679969
KLF15	28999	ENSG00000163884	-3.066104795	0.000558525
KLKB1	3818	ENSG00000164344	0.289996775	0.734386413
KRTCAP2	200185	ENSG00000163463	1.21635555	0.017490429
LEAP2	116842	ENSG00000164406	0.936912904	0.170337148
LINC01600	154386	ENSG00000164385	3.63001124	0.007282664
LIPH	200879	ENSG00000163898	-1.035718017	0.161761338
LMBRD2	92255	ENSG00000164187	0.565010973	0.122359994
LMOD1	25802	ENSG00000163431	-2.250201026	0.000925856
LMTK2	22853	ENSG00000164715	-0.349676821	0.384347571
LRPAP1	4043	ENSG00000163956	-1.072985876	0.024942313
LRRC2	79442	ENSG00000163827	-3.237819368	7.89e-05
LRRC58	116064	ENSG00000163428	0.062292295	0.860104148
LSM6	11157	ENSG00000164167	0.115866491	0.819688916
LZTFL1	54585	ENSG00000163818	-0.423446138	0.305106539
MAD2L1	4085	ENSG00000164109	3.364335268	9.3e-05
MAP9	79884	ENSG00000164114	0.076632308	0.850537805
MEAF6	64769	ENSG00000163875	-0.099990557	0.794109025
MED30	90390	ENSG00000164758	0.307207145	0.581043531
MELTF	4241	ENSG00000163975	2.427383571	0.001374777
METAP1	23173	ENSG00000164024	0.617834013	0.059457106
MFSD8	256471	ENSG00000164073	0.135402165	0.687327951
MICALL2	79778	ENSG00000164877	1.336303959	0.008790565
MIOS	54468	ENSG00000164654	0.006745072	0.984649829
MNDA	4332	ENSG00000163563	-1.619141367	0.002516161
MOCS2	4338	ENSG00000164172	-0.622200243	0.083698201
MON1A	84315	ENSG00000164077	-0.176751087	0.728173047
MST1R	4486	ENSG00000164078	0.498811383	0.408288092
MTHFD2L	441024	ENSG00000163738	1.555710772	0.004643322
MTMR14	64419	ENSG00000163719	-0.899287611	0.01379369
MYOZ3	91977	ENSG00000164591	-0.94780133	0.180046921
NAA15	80155	ENSG00000164134	0.763116989	0.045349494
NDST3	9348	ENSG00000164100	-0.002177895	0.998362502
NDUFAF2	91942	ENSG00000164182	0.675157395	0.241149792
NDUFS4	4724	ENSG00000164258	-0.416626416	0.344281701
NEK10	152110	ENSG00000163491	0.795788645	0.573274658
NEPRO	25871	ENSG00000163608	0.065198617	0.820030055
NEUROD6	63974	ENSG00000164600	1.245884891	0.291237781
NFASC	23114	ENSG00000163531	-0.750950085	0.291237517
NIPBL	25836	ENSG00000164190	0.276347603	0.555152253
NKX6-1	4825	ENSG00000163623	4.06548836	0.00543747
NMNAT3	349565	ENSG00000163864	-0.33513457	0.54834666
NOS3	4846	ENSG00000164867	-0.030635349	0.96246158
NPY1R	4886	ENSG00000164128	-1.800473269	0.032884374
NPY5R	4889	ENSG00000164129	-1.361535014	0.184593664
NSA2	10412	ENSG00000164346	-0.201412307	0.626748711
NUAK2	81788	ENSG00000163545	0.084989074	0.849065407
ORC5	5001	ENSG00000164815	0.56967339	0.150217373
OSGIN2	734	ENSG00000164823	-0.667860243	0.095477888
OSR2	116039	ENSG00000164920	0.85844097	0.186210109
OTOP1	133060	ENSG00000163982	3.90458084	0.033303829
OTUD4	54726	ENSG00000164164	0.131383115	0.73703355
OXR1	55074	ENSG00000164830	0.242177157	0.617300798
PBRM1	55193	ENSG00000163939	-0.333210691	0.336110835
PCOLCE2	26577	ENSG00000163710	-1.850180476	0.007773245
PDCL2	132954	ENSG00000163440	3.63903945	0.038340814
PDP1	54704	ENSG00000164951	1.654007025	0.014343132
PDSS2	57107	ENSG00000164494	-0.430825977	0.198984256
PEX2	5828	ENSG00000164751	-0.088060143	0.857473353
PF4	5196	ENSG00000163737	-3.209694406	0.017032653
PGAM2	5224	ENSG00000164708	0	1
PGGT1B	5229	ENSG00000164219	-0.165266639	0.62239014
PGRMC2	10424	ENSG00000164040	0.072991968	0.842366366
PHAX	51808	ENSG00000164902	-0.378425588	0.220289246
PHKG1	5260	ENSG00000164776	-0.298065373	0.618696655
PI16	221476	ENSG00000164530	-0.577909262	0.594410711
PIGX	54965	ENSG00000163964	-0.075953933	0.826996466
PITX2	5308	ENSG00000164093	6.870133254	0.001114984
PLB1	151056	ENSG00000163803	0.323420768	0.482155026
PLSCR2	57047	ENSG00000163746	2.236337395	0.031372179
PLXNB1	5364	ENSG00000164050	0.066784702	0.920864883
POC1A	25886	ENSG00000164087	1.230194189	0.046011264
POLR2H	5437	ENSG00000163882	1.570984655	0.005870683
PPBP	5473	ENSG00000163736	0.334737358	0.780835413
PPM1K	152926	ENSG00000163644	-0.503159567	0.300667656
PPM1L	151742	ENSG00000163590	-1.121357032	0.022864798
PPM1M	132160	ENSG00000164088	-1.428198989	0.003914812
PPP4R2	151987	ENSG00000163605	0.092410834	0.762387109
PRDM9	56979	ENSG00000164256	5.254609225	0.015487257
PRICKLE2	166336	ENSG00000163637	-1.916203745	0.000264421
PRIMPOL	201973	ENSG00000164306	0.4600083	0.247080141
PRKCD	5580	ENSG00000163932	-1.652135597	0.00125753
PRKCI	5584	ENSG00000163558	0.034724735	0.912396897
PRMT9	90826	ENSG00000164169	-0.137801464	0.689798892
PROK2	60675	ENSG00000163421	0.153821188	0.876853958
PRRC1	133619	ENSG00000164244	0.134236516	0.666416597
PRRT3	285368	ENSG00000163704	0.926947225	0.215813866
PRSS12	8492	ENSG00000164099	-0.523932937	0.539181322
PSMD6	9861	ENSG00000163636	-0.17174046	0.543383887
PTPN13	5783	ENSG00000163629	-2.212448718	0.001796986
PTTG1	9232	ENSG00000164611	2.202288951	0.002697691
PTX3	5806	ENSG00000163661	0.319600274	0.800739954
PYHIN1	149628	ENSG00000163564	0.149729915	0.799054
RAD21	5885	ENSG00000164754	0.025422785	0.952322133
RAD54L2	23132	ENSG00000164080	-0.621527671	0.148725279
RAET1E	135250	ENSG00000164520	1.641224513	0.111738785
RANBP3L	202151	ENSG00000164188	-2.175799774	0.003123226
RBM47	54502	ENSG00000163694	-0.194619108	0.64683567
RCHY1	25898	ENSG00000163743	-0.198063585	0.566888975
RELL2	285613	ENSG00000164620	0.10999865	0.867282674
RETNLB	84666	ENSG00000163515	2.958753443	0.032335818
RFC4	5984	ENSG00000163918	1.994600015	0.001486358
RFT1	91869	ENSG00000163933	0.135411651	0.713004192
RHO	6010	ENSG00000163914	2.870567763	0.058636867
RHOBTB3	22836	ENSG00000164292	0.805694693	0.182674331
RICTOR	253260	ENSG00000164327	0.509655105	0.305884872
RNF123	63891	ENSG00000164068	-0.613115107	0.185263101
RNF168	165918	ENSG00000163961	-0.173688961	0.617881972
RNF180	285671	ENSG00000164197	-1.39886476	0.013731248
RNF25	64320	ENSG00000163481	-0.203566468	0.675264243
RP9	6100	ENSG00000164610	0.081596083	0.841748275
RPL22L1	200916	ENSG00000163584	1.179562216	0.061275689
RPL39L	116832	ENSG00000163923	2.561344938	0.016945877
RPL9	6133	ENSG00000163682	0.36356254	0.623988272
RPN1	6184	ENSG00000163902	-0.104250445	0.82906882
RPP14	11102	ENSG00000163684	-0.332099002	0.320203456
RPP25L	138716	ENSG00000164967	0.693060827	0.280965583
RPS14	6208	ENSG00000164587	0.131847814	0.839903104
RTP3	83597	ENSG00000163825	-1.86395899	0.065059368
RYBP	23429	ENSG00000163602	-1.113930698	0.00148904
RYK	6259	ENSG00000163785	0.241142276	0.485382176
S100P	6286	ENSG00000163993	4.050658693	0.008611464
SAMD3	154075	ENSG00000164483	-0.033591719	0.954152693
SAP30	8819	ENSG00000164105	0.123712881	0.791495164
SAP30L	79685	ENSG00000164576	-1.088451027	0.002783674
SBSPON	157869	ENSG00000164764	-3.032253587	8.26e-05
SCGB3A2	117156	ENSG00000164265	-2.605952473	0.018289251
SCRG1	11341	ENSG00000164106	1.126634687	0.360391838
SENP2	59343	ENSG00000163904	-0.059337652	0.857851599
SERINC5	256987	ENSG00000164300	-0.865871587	0.030242629
SERPINI1	5274	ENSG00000163536	0.555318253	0.308209861
SFMBT1	51460	ENSG00000163935	-0.513324531	0.194017337
SFXN1	94081	ENSG00000164466	1.519275708	0.000563457
SGMS2	166929	ENSG00000164023	-1.226751865	0.071940638
SGO2	151246	ENSG00000163535	2.43267101	0.001251162
SHH	6469	ENSG00000164690	-1.003340623	0.238354434
SHISA5	51246	ENSG00000164054	-0.549271459	0.20558819
SHROOM1	134549	ENSG00000164403	-0.189099371	0.709622768
SLBP	7884	ENSG00000163950	0.503195221	0.245266185
SLC13A4	26266	ENSG00000164707	1.003702908	0.216485622
SLC15A2	6565	ENSG00000163406	-2.344610345	0.001608924
SLC25A32	81034	ENSG00000164933	0.501463764	0.173003327
SLC25A46	91137	ENSG00000164209	-0.229502501	0.488620669
SLC29A4	222962	ENSG00000164638	3.081481114	0.008159509
SLC2A2	6514	ENSG00000163581	1.377312707	0.281078181
SLC30A8	169026	ENSG00000164756	-3.288819822	0.029143746
SLC35A1	10559	ENSG00000164414	-0.751116828	0.06809067
SLC35G3	146861	ENSG00000164729	-0.534494716	0.680691624
SLC45A2	51151	ENSG00000164175	1.803753052	0.084662369
SLC4A1AP	22950	ENSG00000163798	-0.285859657	0.356510274
SLC4A2	6522	ENSG00000164889	-0.186692242	0.71603299
SLC51A	200931	ENSG00000163959	0.641062266	0.366935095
SLC6A18	348932	ENSG00000164363	1.133408978	0.379070627
SLC6A20	54716	ENSG00000163817	-2.11273046	0.0077792
SLC7A13	157724	ENSG00000164893	1.245884891	0.291237781
SLC9B1	150159	ENSG00000164037	0.34673563	0.572217429
SLC9B2	133308	ENSG00000164038	0.791405121	0.184979273
SLMAP	7871	ENSG00000163681	-0.051159035	0.870522687
SLU7	10569	ENSG00000164609	-0.614964944	0.063674239
SMAD5-AS1	9597	ENSG00000164621	2.48043423	0.055620813
SMIM12	113444	ENSG00000163866	-0.459007198	0.329506486
SMIM14	201895	ENSG00000163683	-0.087192943	0.86065283
SNHG16	100507246	ENSG00000163597	0.042975298	0.897556568
SNIP1	79753	ENSG00000163877	-0.017017511	0.959556726
SNRK	54861	ENSG00000163788	-1.212399002	0.00159591
SOX17	64321	ENSG00000164736	-2.85546417	0.00085865
SP8	221833	ENSG00000164651	7.500439511	0.000193252
SPAG11B	10407	ENSG00000164871	0.106284768	0.960257282
SPATA48	100130988	ENSG00000164500	0	1
SPDYA	245711	ENSG00000163806	2.263089314	0.006613111
SPICE1	152185	ENSG00000163611	0.714304881	0.057931258
SPIDR	23514	ENSG00000164808	-0.535011891	0.122302931
SPINK1	6690	ENSG00000164266	2.971056227	0.033884077
SPRY1	10252	ENSG00000164056	-1.22630369	0.001071203
SPTA1	6708	ENSG00000163554	1.804212165	0.071980566
SPZ1	84654	ENSG00000164299	0.429417201	0.739647458
SSR2	6746	ENSG00000163479	0.700619298	0.257507277
STARD4	134429	ENSG00000164211	-0.825878747	0.020952684
STEAP1	26872	ENSG00000164647	3.421618816	0.000350369
STK17A	9263	ENSG00000164543	0.306887567	0.581604014
STK36	27148	ENSG00000163482	0.833216052	0.12096395
STT3B	201595	ENSG00000163527	0.008692393	0.979440215
STXBP5	134957	ENSG00000164506	0.286875575	0.450973324
SUCLG1	8802	ENSG00000163541	-0.007979561	0.986204904
SUN1	23353	ENSG00000164828	0.443296667	0.148862792
SUN3	256979	ENSG00000164744	0.554836758	0.544126792
SYNPR	132204	ENSG00000163630	0.502264063	0.671039327
SYTL3	94120	ENSG00000164674	-0.372497774	0.443769024
TAGAP	117289	ENSG00000164691	-1.027144716	0.016924238
TBX20	57057	ENSG00000164532	4.354968562	0.026303998
TBXT	6862	ENSG00000164458	4.384669672	0.014433561
TCF23	150921	ENSG00000163792	1.659130428	0.15409177
TERT	7015	ENSG00000164362	4.540436567	0.001827421
TEX264	51368	ENSG00000164081	-0.163015204	0.758260418
TEX47	219557	ENSG00000164645	0	1
TGFBR2	7048	ENSG00000163513	-2.287223944	4.24e-05
TGM4	7047	ENSG00000163810	1.252176351	0.217648055
THOC7	80145	ENSG00000163634	0.025408001	0.951180601
TIGD6	81789	ENSG00000164296	-0.237368875	0.559360245
TIPARP	25976	ENSG00000163659	-0.908417964	0.078301538
TKT	7086	ENSG00000163931	0.005770349	0.990715153
TLR3	7098	ENSG00000164342	-1.196947459	0.026649273
TLX3	30012	ENSG00000164438	6.723642588	0.008788996
TM4SF18	116441	ENSG00000163762	2.160512564	0.023249813
TMEM144	55314	ENSG00000164124	-0.023708892	0.959542806
TMEM155	132332	ENSG00000164112	0.21493274	0.781964453
TMEM161B	153396	ENSG00000164180	0.538849309	0.235289287
TMEM169	92691	ENSG00000163449	0.338398257	0.549959169
TMEM174	134288	ENSG00000164325	0	1
TMEM183A	92703	ENSG00000163444	0.259747058	0.509282127
TMEM184A	202915	ENSG00000164855	2.860891243	0.001151165
TMEM184C	55751	ENSG00000164168	-0.066224774	0.82932746
TMEM200A	114801	ENSG00000164484	-0.084912901	0.860201528
TMEM41A	90407	ENSG00000163900	-0.07848835	0.847478274
TMEM67	91147	ENSG00000164953	0.481801694	0.378162142
TMEM74	157753	ENSG00000164841	3.144144599	0.016679575
TMEM79	84283	ENSG00000163472	0.459729386	0.307358277
TMUB1	83590	ENSG00000164897	0.654347354	0.270747874
TNFRSF11B	4982	ENSG00000164761	0.613474303	0.406903072
TOPBP1	11073	ENSG00000163781	1.020732367	0.015288201
TP53INP1	94241	ENSG00000164938	-0.048436153	0.924051583
TPRA1	131601	ENSG00000163870	-0.312872442	0.520742398
TRA2A	29896	ENSG00000164548	0.220931548	0.490034212
TRAT1	50852	ENSG00000163519	0.937693941	0.182422783
TRIM46	80128	ENSG00000163462	2.33049776	0.000885636
TSACC	128229	ENSG00000163467	3.470702159	0.000422672
TTC14	151613	ENSG00000163728	0.674455539	0.081463231
TXLNB	167838	ENSG00000164440	-0.113102091	0.873717629
U2SURP	23350	ENSG00000163714	0.561900439	0.072681384
UBLCP1	134510	ENSG00000164332	-0.148923072	0.658239098
UBXN7	26043	ENSG00000163960	0.111313364	0.76691331
UCN	7349	ENSG00000163794	1.475618679	0.032917023
UNCX	340260	ENSG00000164853	0	1
UQCRQ	27089	ENSG00000164405	0.60706852	0.362267752
USP49	25862	ENSG00000164663	0.971202425	0.037331521
UTP15	84135	ENSG00000164338	0.137338561	0.702421318
UVSSA	285464	ENSG00000163945	0.768563021	0.114419344
UVSSA	57654	ENSG00000163945	0.768563021	0.114419344
VIRMA	25962	ENSG00000164944	0.053422016	0.856680416
WASHC5	9897	ENSG00000164961	-0.127307219	0.666078115
WDFY3	23001	ENSG00000163625	-0.009348082	0.981519687
WDR41	55255	ENSG00000164253	-0.336905446	0.258182919
WDR43	23160	ENSG00000163811	0.416700816	0.306951549
WDR82	80335	ENSG00000164091	-0.575595304	0.089678079
YEATS2	55689	ENSG00000163872	0.103460504	0.804829463
YWHAZ	7534	ENSG00000164924	0.379455808	0.350199567
ZC3H12A	80149	ENSG00000163874	-0.852427019	0.20595491
ZDHHC19	131540	ENSG00000163958	-2.77558615	0.001849375
ZDHHC3	51304	ENSG00000163812	-1.288549924	0.00640051
ZMYM6	9204	ENSG00000163867	0.1964126	0.592186611
ZNF12	7559	ENSG00000164631	0.237100729	0.425583133
ZNF148	7707	ENSG00000163848	0.111352838	0.736402691
ZNF474	133923	ENSG00000164185	0.421107816	0.744025541
ZNF513	130557	ENSG00000163795	-0.039498725	0.930728601
ZNF589	51385	ENSG00000164048	-0.689843489	0.085110982
ZNF691	51058	ENSG00000164011	0.176964856	0.692748048
ZNF704	619279	ENSG00000164684	-1.48227454	0.00170109
A2ML1	144568	ENSG00000166535	0.60700335	0.476762765
ABCA1	19	ENSG00000165029	-0.887569442	0.09148325
ABRAXAS2	23172	ENSG00000165660	-0.473537088	0.128116993
ABTB2	25841	ENSG00000166016	0.16003137	0.747598564
ACSM1	116285	ENSG00000166743	-0.51866468	0.448224168
ADAMTS15	170689	ENSG00000166106	-1.470998083	0.018166494
AGBL2	79841	ENSG00000165923	1.722099261	0.163060491
AK8	158067	ENSG00000165695	-0.707327004	0.457149599
AKIP1	56672	ENSG00000166452	-0.043312557	0.917543038
AKR1E2	83592	ENSG00000165568	1.125922115	0.131742399
ALDH1A1	216	ENSG00000165092	-1.203843815	0.135331687
ALKBH3	221120	ENSG00000166199	-0.055633045	0.887386964
AMER2	219287	ENSG00000165566	-2.336452533	0.070506347
AMN	81693	ENSG00000166126	2.116188237	0.075463756
AMOTL1	154810	ENSG00000166025	-1.845513098	0.002180971
ANAPC16	119504	ENSG00000166295	-0.721069102	0.083987011
ANKDD1A	348094	ENSG00000166839	-0.160558886	0.709699191
ANKRD2	26287	ENSG00000165887	-0.180002168	0.814509677
ANKS6	203286	ENSG00000165138	-0.024446686	0.96421643
ANPEP	290	ENSG00000166825	-0.921734154	0.241314563
AP1G1	164	ENSG00000166747	-0.340294085	0.258286949
APBB1	322	ENSG00000166313	-1.244626224	0.024220981
API5	8539	ENSG00000166181	-0.065586536	0.830233537
AQP3	360	ENSG00000165272	0.293575233	0.751810026
AQP7	112267859	ENSG00000165269	1.049757843	0.215653502
AQP7	364	ENSG00000165269	1.049757843	0.215653502
ARF6	382	ENSG00000165527	-0.278576215	0.443101003
ARHGAP12	94134	ENSG00000165322	0.557403306	0.197824679
ARHGAP42	143872	ENSG00000165895	0.808289052	0.292333784
ARHGEF40	55701	ENSG00000165801	-0.872057727	0.048237317
ARIH1	25820	ENSG00000166233	-0.25439073	0.417887149
ARL5B	221079	ENSG00000165997	0.283082029	0.465658447
ARMC3	219681	ENSG00000165309	0.563484695	0.688243093
ASB11	140456	ENSG00000165192	0.155515672	0.88942877
ASPG	374569	ENSG00000166183	1.676424866	0.214026711
ATF7IP2	80063	ENSG00000166669	0.775226027	0.218308802
ATMIN	23300	ENSG00000166454	0.235490149	0.514181275
ATP23	91419	ENSG00000166896	0.305706079	0.557737082
ATP5F1C	509	ENSG00000165629	0.390243775	0.470339528
ATP7A	538	ENSG00000165240	0.435098591	0.340797378
ATP9B	374868	ENSG00000166377	-0.426178133	0.343674207
AVPR1A	552	ENSG00000166148	0.137942819	0.857743355
B2M	567	ENSG00000166710	-0.937789282	0.101240273
BAG5	9529	ENSG00000166170	-0.583176808	0.055194166
BEAN1	146227	ENSG00000166546	2.51248656	0.008159998
BEND7	222389	ENSG00000165626	-0.683233491	0.253657974
BEX3	27018	ENSG00000166681	-0.930985201	0.037180879
BLCAP	10904	ENSG00000166619	0.018436933	0.965379732
BMS1	9790	ENSG00000165733	0.150751787	0.675442879
BORCS5	118426	ENSG00000165714	0.377187839	0.344627614
BORCS7	119032	ENSG00000166275	-0.847951443	0.015908222
BRD7	29117	ENSG00000166164	-0.136028449	0.690033517
BRWD3	254065	ENSG00000165288	1.043553933	0.026513952
BTNL9	153579	ENSG00000165810	-3.612231459	0.000109563
BTRC	8945	ENSG00000166167	-0.160696622	0.647351406
C10orf25	220979	ENSG00000165511	-2.075160203	0.000366651
C10orf82	143379	ENSG00000165863	-0.240331275	0.844714235
C11orf65	160140	ENSG00000166323	2.6642089	0.005940519
C11orf74	119710	ENSG00000166352	0.142724601	0.758699907
C12orf50	160419	ENSG00000165805	-1.665163547	0.147796927
C15orf48	84419	ENSG00000166920	2.473799458	0.02161084
C16orf45	89927	ENSG00000166780	-0.094434293	0.851004347
C16orf46	123775	ENSG00000166455	0.56490138	0.398352281
C16orf71	146562	ENSG00000166246	0.660608166	0.590944762
C16orf78	123970	ENSG00000166152	-2.354812874	0.037696673
C18orf54	162681	ENSG00000166845	0.563391699	0.255242462
C1QL3	389941	ENSG00000165985	-0.046548732	0.944748164
C2	717	ENSG00000166278	-1.143496791	0.07741621
C8orf34	116328	ENSG00000165084	-1.052311336	0.18489354
C9orf64	84267	ENSG00000165118	-0.192138071	0.641974473
C9orf84	158401	ENSG00000165181	4.245067728	0.002153435
CACNB2	783	ENSG00000165995	0.070219377	0.911418086
CACNG2	10369	ENSG00000166862	-1.65556436	0.160725907
CARD19	84270	ENSG00000165233	0.846582609	0.216608143
CASC4	113201	ENSG00000166734	-0.26349736	0.403422629
CASP7	840	ENSG00000165806	-0.742935422	0.044283686
CATSPER2	117155	ENSG00000166762	1.333431659	0.034933159
CCDC171	203238	ENSG00000164989	0.204543256	0.643346199
CCDC178	374864	ENSG00000166960	-0.17426097	0.876790948
CCDC182	101927581	ENSG00000166329	-0.393974766	0.769219766
CCDC186	55088	ENSG00000165813	-0.125366962	0.755355443
CCDC38	120935	ENSG00000165972	0.7917116	0.446901837
CCDC68	80323	ENSG00000166510	-1.770472497	0.006541166
CCNDBP1	23582	ENSG00000166946	-0.74385051	0.050055269
CCT2	10576	ENSG00000166226	0.566975417	0.229393014
CDH16	1014	ENSG00000166589	1.810439435	0.164611008
CDX2	1045	ENSG00000165556	7.086050455	0.003148526
CDYL2	124359	ENSG00000166446	0.457166555	0.440008048
CENPN	55839	ENSG00000166451	1.496156935	0.023817431
CENPV	201161	ENSG00000166582	1.095789431	0.078028722
CEP295	85459	ENSG00000166004	1.360282109	0.02470796
CEP57	9702	ENSG00000166037	0.460253779	0.160212811
CFAP47	286464	ENSG00000165164	0.907708059	0.550450721
CFAP52	146845	ENSG00000166596	0.342199131	0.820380059
