GeneID	GeneName	logFC	logCPM	F	PValue	FDR
ENSG00000153291	SLC25A27	-2.515086839	2.466275357	7.240088779	0.020272126	0.069740964
ENSG00000153292	ADGRF1	-0.687061037	-0.078484151	0.267382805	0.614882413	0.73193239
ENSG00000153294	ADGRF4	3.633685951	-1.643850504	14.4674186	0.002700765	0.01940611
ENSG00000153303	FRMD1	-5.389800393	2.039311902	13.04257602	0.003806418	0.023904362
ENSG00000153310	FAM49B	0.373821491	6.115621397	0.959640778	0.347415648	0.495320718
ENSG00000153317	ASAP1	-1.067420106	5.675178949	8.063948756	0.015452931	0.058349682
ENSG00000153339	TRAPPC8	-0.328274308	5.654806881	0.672829175	0.428724191	0.573262972
ENSG00000153347	FAM81B	1.608720236	-1.127272897	2.416418337	0.147115691	0.269606781
ENSG00000153363	LINC00467	1.675212241	3.748235704	13.02571333	0.003822402	0.023968776
ENSG00000153391	INO80C	0.312554344	3.356615315	0.913837715	0.358742128	0.506590846
ENSG00000153395	LPCAT1	0.708941567	6.03856731	2.346730067	0.152552976	0.276509958
ENSG00000153404	PLEKHG4B	2.234991316	3.319389662	2.150574549	0.169293718	0.298048076
ENSG00000153406	NMRAL1	2.219300022	5.648234725	37.01239139	6.53E-05	0.002129236
ENSG00000153443	UBALD1	1.731335508	4.284089706	19.11835467	0.001000426	0.010672658
ENSG00000153446	C16orf89	-0.539492754	4.039228582	0.185691563	0.674484819	0.77917288
ENSG00000153485	TMEM251	0.696881737	3.866466998	1.864211749	0.19822515	0.332594791
ENSG00000153487	ING1	1.099273412	4.551875997	5.578937661	0.036739786	0.103673957
ENSG00000153495	TEX29	0.949973584	-2.172282557	2.336032779	0.153410045	0.277554761
ENSG00000153531	ADPRHL1	1.33191601	2.608281673	6.460726772	0.026566985	0.083074328
ENSG00000153551	CMTM7	0.592954821	5.108062412	0.467590066	0.507628441	0.643751964
ENSG00000153558	FBXL2	0.741296092	3.332425477	4.304858561	0.061141463	0.146525431
ENSG00000153560	UBP1	-0.035103454	6.28365776	0.026363779	0.873830066	0.921066137
ENSG00000153561	RMND5A	-0.263093482	6.630541772	0.996936476	0.338577566	0.486818465
ENSG00000153563	CD8A	-0.126566799	2.25065455	0.027352969	0.871507769	0.919250336
ENSG00000153574	RPIA	0.152829795	4.444912155	0.141691754	0.713450446	0.807288558
ENSG00000153707	PTPRD	-1.45668545	3.069103396	4.568761047	0.054772439	0.135844065
ENSG00000153714	LURAP1L	2.191371483	5.571457543	7.088904302	0.021340726	0.072024223
ENSG00000153721	CNKSR3	1.098759092	4.249384001	0.821805622	0.383235047	0.531405224
ENSG00000153767	GTF2E1	0.486766958	4.022690827	1.486121383	0.247209108	0.389191034
ENSG00000153774	CFDP1	-0.075737799	5.413292749	0.063914489	0.804870156	0.873706573
ENSG00000153786	ZDHHC7	-0.487406166	5.918458996	1.823859405	0.202804637	0.338258544
ENSG00000153790	C7orf31	-1.171333392	2.103048385	7.402487438	0.019194455	0.06733786
ENSG00000153802	TMPRSS11D	2.287030624	-1.093560266	2.010115329	0.18274834	0.313977674
ENSG00000153814	JAZF1	-2.091698126	4.593949066	17.58606993	0.001361607	0.012835449
ENSG00000153815	CMIP	0.107181496	6.139537673	0.040045654	0.844882644	0.900569585
ENSG00000153820	SPHKAP	-5.211123673	0.695988445	5.830641831	0.033421023	0.096996487
ENSG00000153822	KCNJ16	-5.056130788	0.930238208	15.11093904	0.002328459	0.017730567
ENSG00000153823	PID1	-5.194983395	4.551310149	61.1586016	6.13E-06	0.000605604
ENSG00000153827	TRIP12	-0.928562301	7.475439939	8.650346208	0.012841881	0.051771646
ENSG00000153832	FBXO36	0.799099862	2.828549926	2.423070937	0.146609565	0.26899091
ENSG00000153879	CEBPG	0.066140958	5.909838537	0.056789469	0.815832984	0.881389081
ENSG00000153885	KCTD15	0.264419576	4.393887727	0.500945057	0.493165784	0.631167452
ENSG00000153896	ZNF599	0.196314862	2.56532231	0.293330179	0.59841982	0.718877177
ENSG00000153898	MCOLN2	2.078154389	0.598155354	5.466642898	0.03834725	0.106796099
ENSG00000153902	LGI4	-4.19450648	3.481737851	45.06772448	2.65E-05	0.001279152
ENSG00000153904	DDAH1	1.154896536	5.770559784	7.731610835	0.017212321	0.062593709
ENSG00000153914	SREK1	-0.187543019	5.82079635	0.63685305	0.441003971	0.584404716
ENSG00000153922	CHD1	-0.05782866	5.544557699	0.027137318	0.872010316	0.919696927
ENSG00000153930	ANKFN1	1.227423846	-0.683855332	1.52316841	0.241741426	0.383193791
ENSG00000153933	DGKE	0.974022017	4.061232935	3.100199297	0.104791905	0.212532184
ENSG00000153936	HS2ST1	0.016747385	5.317478936	0.002278927	0.962743108	0.976861876
ENSG00000153944	MSI2	1.647757239	6.275663487	9.722714461	0.009298897	0.04236037
ENSG00000153956	CACNA2D1	-3.662052336	4.534881903	101.2169636	4.77E-07	0.000183749
ENSG00000153975	ZUFSP	0.386797194	2.905014793	1.352138612	0.268442056	0.41278872
ENSG00000153976	HS3ST3A1	0.767563975	-1.340583141	1.519886878	0.24221913	0.383729608
ENSG00000153982	GDPD1	1.569973598	2.371402906	10.56500716	0.007309388	0.036487912
ENSG00000153989	NUS1	-0.24253644	4.830399945	0.978601122	0.342880876	0.491095074
ENSG00000153993	SEMA3D	-4.896089741	3.141070353	53.55090806	1.17E-05	0.000826188
ENSG00000154001	PPP2R5E	0.012208081	5.746877683	0.001711264	0.96771174	0.980039025
ENSG00000154016	GRAP	-1.237904088	-0.103914592	2.956426101	0.112277561	0.222619301
ENSG00000154025	SLC5A10	0.984284079	-1.521609343	1.78937397	0.206828587	0.342980337
ENSG00000154027	AK5	0.658755049	4.695781631	0.174354219	0.683952451	0.786728278
ENSG00000154040	CABYR	2.663233271	2.593647119	17.82902051	0.001295188	0.012431494
ENSG00000154059	IMPACT	-0.11377629	5.525377584	0.101248983	0.756033879	0.838241849
ENSG00000154065	ANKRD29	-2.915888474	3.83664409	16.63814169	0.00166221	0.014542868
ENSG00000154079	SDHAF4	-0.072982687	3.395581068	0.025768601	0.875248998	0.921697324
ENSG00000154080	CHST9	-2.933684797	1.563288853	3.014857397	0.109157756	0.218448038
ENSG00000154096	THY1	-0.87659375	6.657315985	2.088108326	0.17511429	0.304867048
ENSG00000154099	DNAAF1	2.013098916	0.857895106	4.433629635	0.057927632	0.140970541
ENSG00000154102	C16orf74	2.732507047	2.966556991	20.85919632	0.000718552	0.008775941
ENSG00000154114	TBCEL	-0.508617845	4.575682374	3.020347652	0.10887018	0.218119699
ENSG00000154118	JPH3	-0.555106592	-1.3799395	0.829539652	0.381080782	0.529368074
ENSG00000154122	ANKH	-0.812731163	6.16527856	2.217496558	0.163330223	0.290437415
ENSG00000154124	OTULIN	0.029339387	4.39623489	0.010342717	0.920745269	0.951572763
ENSG00000154127	UBASH3B	-2.058448407	1.963371116	16.23993846	0.001811403	0.015264809
ENSG00000154133	ROBO4	-3.006005432	5.878824349	31.79652658	0.000127595	0.003092932
ENSG00000154134	ROBO3	-2.730327557	2.778018233	45.56356899	2.52E-05	0.001244763
ENSG00000154144	TBRG1	-0.50318076	4.481774222	2.108521564	0.173184313	0.302656357
ENSG00000154146	NRGN	0.31449395	2.482282865	0.176728846	0.681939736	0.785313896
ENSG00000154153	RETREG1	0.199358085	5.237781256	0.106001914	0.750583802	0.834188183
ENSG00000154162	CDH12	-3.496080919	-1.488111453	7.084169477	0.021375262	0.072076739
ENSG00000154165	GPR15	-5.258873458	-1.946083001	10.33185209	0.007804819	0.037987036
ENSG00000154174	TOMM70	0.524512667	6.993716907	4.40326417	0.058666659	0.142278877
ENSG00000154175	ABI3BP	-6.46255883	6.843041538	88.98844836	9.28E-07	0.00023148
ENSG00000154188	ANGPT1	-5.442453219	4.318414732	97.24381442	5.87E-07	0.000190231
ENSG00000154198	CYP4Z2P	0.422000243	0.052393794	0.208804387	0.656208221	0.765354416
ENSG00000154217	PITPNC1	-0.77285386	4.665116937	3.931748478	0.071755754	0.163728406
ENSG00000154222	CC2D1B	0.309991177	5.236320116	0.910496936	0.3595896	0.507497737
ENSG00000154227	CERS3	0.737594747	-1.51286123	0.398209988	0.540341412	0.6718201
ENSG00000154229	PRKCA	-3.287419702	3.574804792	48.35170674	1.90E-05	0.001062527
ENSG00000154237	LRRK1	-1.699052768	4.147899912	23.27872189	0.000467391	0.006746207
ENSG00000154240	CEP112	-3.129401566	3.828542049	27.32967385	0.000242936	0.004483549
ENSG00000154258	ABCA9	-7.6320407	6.026950686	86.38451099	1.08E-06	0.00024987
ENSG00000154262	ABCA6	-6.140497585	5.143843269	79.38643408	1.66E-06	0.000337306
ENSG00000154263	ABCA10	-5.633760218	3.493550851	48.6104699	1.86E-05	0.001052434
ENSG00000154265	ABCA5	-1.298999409	4.773196101	3.826107902	0.075160346	0.168832521
ENSG00000154269	ENPP3	1.225786307	2.314240089	1.066175404	0.323015668	0.471068037
ENSG00000154274	C4orf19	-0.321898845	2.595504713	0.108665092	0.747589346	0.832113431
ENSG00000154277	UCHL1	-0.547843517	4.289092938	0.527658042	0.482101813	0.621803199
ENSG00000154305	MIA3	-0.020971932	6.845936032	0.003766599	0.952115036	0.970942193
ENSG00000154309	DISP1	-0.803848161	3.522762601	3.81522331	0.075522229	0.169445292
ENSG00000154310	TNIK	1.655404716	4.259300896	5.88976915	0.032694313	0.095506485
ENSG00000154316	TDH	1.119906703	-2.798236098	1.094374749	0.316972145	0.464593811
ENSG00000154319	FAM167A	3.261389586	2.953401522	6.962152412	0.022288677	0.073991344
ENSG00000154328	NEIL2	0.386170338	4.570503637	0.850654621	0.375292337	0.52409506
ENSG00000154330	PGM5	-3.968102324	4.789013396	15.83941292	0.001977639	0.016095173
ENSG00000154358	OBSCN	0.484237498	4.249909468	0.543689593	0.475668077	0.616043854
ENSG00000154359	LONRF1	-1.063010565	4.895902239	4.988043663	0.046222306	0.12085576
ENSG00000154370	TRIM11	2.102623437	4.969233371	29.46045305	0.000177072	0.003730564
ENSG00000154380	ENAH	1.037345049	7.611486954	7.808982597	0.016782314	0.061536811
ENSG00000154429	CCSAP	0.407441748	3.788279784	0.903182475	0.361455541	0.509549476
ENSG00000154447	SH3RF1	0.682500107	5.189698856	1.571092818	0.234906706	0.375149742
ENSG00000154451	GBP5	-0.534171159	2.493722987	0.515081643	0.487255789	0.626735111
ENSG00000154473	BUB3	1.508365324	6.933704238	21.10541742	0.000686737	0.008541037
ENSG00000154478	GPR26	4.252236361	0.578370508	9.637689957	0.009533377	0.042927108
ENSG00000154479	CCDC173	0.826339826	-1.066203463	1.274542324	0.281892646	0.428146427
ENSG00000154485	MMP21	-0.767082823	-2.905972575	0.929058291	0.35491839	0.503058771
ENSG00000154493	C10orf90	-4.649629246	0.239584213	35.41542827	7.95E-05	0.002336863
ENSG00000154511	FAM69A	-2.544177839	4.575898044	24.22494299	0.000398397	0.006125856
ENSG00000154518	ATP5MC3	-0.052139065	7.258091805	0.034757209	0.8553501	0.907662284
ENSG00000154529	CNTNAP3B	-4.820462482	0.824251905	28.55094863	0.00020223	0.004048687
ENSG00000154537	FAM27C	2.925914338	-1.906747351	9.27886486	0.010603412	0.045833805
ENSG00000154548	SRSF12	0.823909744	-0.041036789	0.618391061	0.447530928	0.590742736
ENSG00000154553	PDLIM3	-2.415445693	5.052262022	18.16034552	0.001210656	0.011944716
ENSG00000154556	SORBS2	-0.968536565	5.618833112	2.014571329	0.182300749	0.313404674
ENSG00000154582	ELOC	1.207318219	5.731955864	7.756057281	0.017075055	0.062318149
ENSG00000154589	LY96	-2.29622208	3.115019062	16.49397433	0.00171449	0.01483671
ENSG00000154608	CEP170P1	-2.326347406	-2.563142363	12.64681806	0.004203343	0.02548823
ENSG00000154611	PSMA8	-4.150425732	-3.141054018	16.78416146	0.001611162	0.014237301
ENSG00000154639	CXADR	2.115870521	4.483967628	3.310544224	0.094919371	0.198316837
ENSG00000154640	BTG3	0.092816446	4.302648004	0.028170835	0.869620142	0.917675347
ENSG00000154642	C21orf91	-0.347945628	4.574561082	0.719482593	0.413602527	0.559426832
ENSG00000154645	CHODL	-1.20240729	1.014685702	1.275745242	0.281677104	0.427950498
ENSG00000154654	NCAM2	5.98866948	6.773160294	11.9591239	0.005015737	0.028666184
ENSG00000154655	L3MBTL4	-0.554784947	2.403748629	0.390675379	0.544134851	0.675117131
ENSG00000154678	PDE1C	-3.707055346	2.841249004	21.38749892	0.000652304	0.008262412
ENSG00000154710	RABGEF1	0.758135323	2.311689233	3.257152464	0.097312455	0.201593868
ENSG00000154719	MRPL39	0.208021141	4.370561344	0.584910009	0.459784824	0.601745701
ENSG00000154721	JAM2	-3.934295256	5.492591111	72.05640842	2.71E-06	0.000426963
ENSG00000154723	ATP5PF	0.017901377	6.47857706	0.003255466	0.955478352	0.972612197
ENSG00000154727	GABPA	-0.902488205	5.306120988	7.566043103	0.018177324	0.064940718
ENSG00000154734	ADAMTS1	-3.657551326	6.89339101	21.8396338	0.000601256	0.007873968
ENSG00000154736	ADAMTS5	-5.603388283	6.536895121	109.0161758	3.23E-07	0.000156717
ENSG00000154743	TSEN2	0.569350235	3.296506457	2.844489625	0.118570107	0.231111226
ENSG00000154760	SLFN13	-1.932279654	2.652806766	6.864549091	0.023052969	0.075654986
ENSG00000154767	XPC	-0.404594818	5.280674677	1.518654371	0.242398879	0.383891383
ENSG00000154781	CCDC174	0.207379579	4.503728828	0.478891603	0.50264369	0.639523761
ENSG00000154783	FGD5	-1.798419696	5.860897541	5.255845361	0.041599104	0.112580761
ENSG00000154803	FLCN	-0.812047342	4.642586486	9.650987915	0.009496246	0.042853566
ENSG00000154813	DPH3	-0.513475207	5.038396813	1.469125525	0.249773333	0.391826697
ENSG00000154814	OXNAD1	0.263141129	3.532616955	0.614465465	0.448939355	0.591843538
ENSG00000154822	PLCL2	-3.142103053	3.842989326	21.80754319	0.00060472	0.00789537
ENSG00000154832	CXXC1	0.571487909	4.89531563	2.881144123	0.116462298	0.228425424
ENSG00000154839	SKA1	3.140279688	2.164340408	16.10510305	0.001865459	0.015550734
ENSG00000154845	PPP4R1	-0.291200295	5.805402603	1.345641944	0.269533882	0.414004177
ENSG00000154856	APCDD1	-3.171328296	6.316789068	23.78001321	0.00042923	0.00638167
ENSG00000154864	PIEZO2	-0.368076496	3.965242857	0.171676596	0.686241588	0.788082961
ENSG00000154874	CCDC144B	-2.019513159	0.250607244	4.142466348	0.065508723	0.153744962
ENSG00000154889	MPPE1	-0.395025834	3.730903956	1.677859355	0.22058159	0.358973198
ENSG00000154898	CCDC144CP	-2.273808021	-3.206465116	7.386792222	0.01929558	0.067499039
ENSG00000154914	USP43	2.011562382	1.88369788	2.738029818	0.124967914	0.2398352
ENSG00000154917	RAB6B	-1.692820058	3.377259934	8.421887766	0.013791611	0.054140891
ENSG00000154920	EME1	2.50526609	1.343965318	18.24310682	0.001190565	0.011835978
ENSG00000154928	EPHB1	-2.038908744	2.650005087	2.916542606	0.114470839	0.225611119
ENSG00000154930	ACSS1	1.416131279	5.480846931	5.643637731	0.035850343	0.101823402
ENSG00000154945	ANKRD40	-1.279462761	6.349004973	10.16161141	0.008191761	0.039145979
ENSG00000154957	ZNF18	-0.015614118	3.27015299	0.001361865	0.971194155	0.981876656
ENSG00000154978	VOPP1	0.141624165	5.334917877	0.086557764	0.77383685	0.851274431
ENSG00000155008	APOOL	-0.277774224	4.956424024	0.445997596	0.51740648	0.651991978
ENSG00000155011	DKK2	0.697078071	3.26375451	0.296913946	0.596221666	0.717002952
ENSG00000155016	CYP2U1	-1.950435295	4.304131072	9.417377634	0.010174295	0.044671944
ENSG00000155034	FBXL18	-0.245481695	2.318959119	0.276901615	0.608727598	0.726965515
ENSG00000155066	PROM2	3.656888653	6.7713345	8.662548184	0.012793377	0.051660338
ENSG00000155085	AK9	0.149025281	2.756711604	0.13526217	0.719709813	0.812044486
ENSG00000155090	KLF10	-1.448070388	6.59863296	8.018325009	0.015681351	0.058906319
ENSG00000155093	PTPRN2	3.452060189	6.125985785	5.815160156	0.033614489	0.097309243
ENSG00000155096	AZIN1	0.548330551	7.823385125	1.311975356	0.275290748	0.420625617
ENSG00000155097	ATP6V1C1	0.525312068	6.536592295	1.446943264	0.253174445	0.395560072
ENSG00000155099	PIP4P2	-1.479573534	4.175055251	4.085351577	0.067134246	0.15641672
ENSG00000155100	OTUD6B	0.167417969	3.483174737	0.156353669	0.699765065	0.797856859
ENSG00000155111	CDK19	0.466488257	5.359815479	0.774596539	0.39679962	0.543603221
ENSG00000155115	GTF3C6	0.895417041	5.452526129	3.798711653	0.076075269	0.170290036
ENSG00000155158	TTC39B	-0.286414824	3.610669176	0.324676867	0.579759869	0.704165785
ENSG00000155189	AGPAT5	1.171982993	4.936842893	5.36430228	0.039886302	0.109345693
ENSG00000155229	MMS19	-0.049614626	5.804723434	0.035594303	0.853640628	0.906665429
ENSG00000155252	PI4K2A	-0.070014631	5.166015683	0.057100008	0.815340405	0.881010905
ENSG00000155254	MARVELD1	-0.551262066	5.787118711	0.98461164	0.341461441	0.489797188
ENSG00000155256	ZFYVE27	1.093841556	4.825127171	9.456379023	0.010057202	0.044404344
ENSG00000155265	GOLGA7B	0.932181904	2.381231717	1.533364805	0.240265153	0.381661156
ENSG00000155269	GPR78	-1.073060008	-2.019339242	1.840435877	0.200906856	0.335886268
ENSG00000155275	TRMT44	0.225380512	3.557583008	0.365299265	0.557301735	0.685570695
ENSG00000155287	SLC25A28	0.016905929	4.900837855	0.002258409	0.962911062	0.976861876
ENSG00000155304	HSPA13	0.274375488	5.157617293	0.42730989	0.526153588	0.65992733
ENSG00000155307	SAMSN1	-1.381792721	2.596328636	4.858017076	0.048689415	0.125387541
ENSG00000155313	USP25	-1.296232161	5.712520731	26.5754104	0.000272892	0.004868156
ENSG00000155324	GRAMD2B	-1.910220745	4.181183659	10.75800051	0.00692725	0.035336552
ENSG00000155329	ZCCHC10	-0.068822015	3.822833918	0.031663476	0.861860848	0.912495589
ENSG00000155330	C16orf87	0.635955759	3.04327774	1.861918134	0.198481805	0.33298023
ENSG00000155363	MOV10	0.757863778	5.314149844	7.693753224	0.017427488	0.063125499
ENSG00000155366	RHOC	0.823263825	7.773225351	3.905970559	0.07256887	0.164959576
ENSG00000155367	PPM1J	3.290807794	2.485237457	16.75046564	0.001622776	0.014308685
ENSG00000155368	DBI	-0.241858455	7.211241116	0.31621469	0.584674747	0.708084693
ENSG00000155380	SLC16A1	-0.81173855	5.156065564	1.730264203	0.213973073	0.351718795
ENSG00000155393	HEATR3	-0.02489863	4.104015053	0.004031628	0.950461382	0.970078748
ENSG00000155438	NIFK	0.726317623	5.245604004	6.164437507	0.029556683	0.08931667
ENSG00000155463	OXA1L	-0.349499709	6.827418257	1.690834245	0.218920542	0.357281215
ENSG00000155465	SLC7A7	-2.080517149	3.982505703	14.71152654	0.002551817	0.018692013
ENSG00000155506	LARP1	-0.109919303	7.49543436	0.12138888	0.7338212	0.822248217
ENSG00000155508	CNOT8	-0.187927974	5.977885679	0.22514653	0.644019637	0.755020651
ENSG00000155511	GRIA1	4.953915717	5.992419684	3.859395766	0.074066678	0.167196074
ENSG00000155530	LRGUK	1.672083722	-0.450681508	4.935049341	0.047209183	0.122601153
ENSG00000155542	SETD9	0.455302241	2.940377112	0.792878591	0.391460148	0.538929658
ENSG00000155545	MIER3	0.200578107	4.851065755	0.243422097	0.631022428	0.744603647
ENSG00000155561	NUP205	0.047310395	5.553236025	0.03448279	0.855915146	0.908144959
ENSG00000155592	ZKSCAN2	0.527543595	3.225877753	1.635229345	0.226158103	0.365357919
ENSG00000155621	C9orf85	-0.861647462	3.037247406	5.929455647	0.032217148	0.094641881
ENSG00000155629	PIK3AP1	-1.941218495	4.229392563	21.08064912	0.000689862	0.008558353
ENSG00000155636	RBM45	0.38155703	3.263770386	1.808559149	0.204577179	0.340365437
ENSG00000155657	TTN	-1.541413008	3.663060588	6.775596196	0.023776887	0.077231152
ENSG00000155659	VSIG4	-4.957934829	6.047608504	30.84763936	0.000145432	0.003341691
ENSG00000155660	PDIA4	0.960223737	7.253094767	7.915346458	0.016211839	0.060294482
ENSG00000155666	KDM8	0.79984235	2.057949089	4.635269124	0.053296033	0.133167114
ENSG00000155714	PDZD9	-1.663674795	-2.531137259	5.816930822	0.033592294	0.097273529
ENSG00000155719	OTOA	-1.965415081	-1.347226379	6.412568809	0.027027423	0.084078139
ENSG00000155729	KCTD18	-0.341231199	4.330913358	0.736052782	0.408434982	0.554439163
ENSG00000155744	FAM126B	-0.944524648	4.463480745	7.349695106	0.019537129	0.068018488
ENSG00000155749	ALS2CR12	-2.114097876	-1.335160261	8.55480732	0.013229292	0.052706131
ENSG00000155754	C2CD6	-3.703873366	-0.445441036	39.05510731	5.12E-05	0.001846102
ENSG00000155755	TMEM237	-0.776608772	4.776285774	6.047375876	0.03084776	0.092134438
ENSG00000155760	FZD7	0.012857745	5.959816049	0.000312734	0.986193501	0.991164356
ENSG00000155761	SPAG17	0.165351627	1.952722505	0.050391871	0.826317438	0.888662405
ENSG00000155792	DEPTOR	0.084995023	4.746586718	0.018392066	0.894466176	0.934531004
ENSG00000155816	FMN2	0.940996014	0.009426521	0.565815597	0.467028221	0.608359558
ENSG00000155827	RNF20	-0.213491952	6.007466087	0.392976977	0.542970622	0.674180115
ENSG00000155846	PPARGC1B	-1.694626706	2.941707144	6.314360969	0.027996285	0.085935214
ENSG00000155849	ELMO1	-2.674625237	4.704780184	64.26893718	4.80E-06	0.000544466
ENSG00000155850	SLC26A2	-0.637675747	4.973305179	2.29211232	0.156993784	0.282139215
ENSG00000155858	LSM11	-0.355542578	2.82675219	1.231953657	0.289673806	0.436429333
ENSG00000155868	MED7	0.122236204	3.751843157	0.095395196	0.762944983	0.843490195
ENSG00000155875	SAXO1	1.368941197	-2.540745921	2.149873867	0.169357619	0.298075678
ENSG00000155876	RRAGA	-0.412516765	6.446822824	1.722606416	0.214922297	0.352688246
ENSG00000155886	SLC24A2	3.84116109	-0.500310673	15.82277855	0.001984923	0.016112204
ENSG00000155893	PXYLP1	0.665801069	4.375283302	4.2385958	0.062879434	0.149501342
ENSG00000155897	ADCY8	-3.65980929	-1.033602901	8.095549942	0.015297032	0.05801025
ENSG00000155903	RASA2	-0.631748971	4.369592763	3.425187488	0.090021186	0.191365645
ENSG00000155906	RMND1	0.949918943	5.271161669	4.99417876	0.04610967	0.120666975
ENSG00000155918	RAET1L	3.07546393	-3.096172112	6.283577564	0.028308484	0.086557477
ENSG00000155926	SLA	-2.023073784	3.805640401	18.64177418	0.001099116	0.011238896
ENSG00000155957	TMBIM4	0.892079166	6.334749338	2.444943738	0.144960949	0.266936729
ENSG00000155959	VBP1	0.424510004	5.511611184	2.675175108	0.128948413	0.245476555
ENSG00000155961	RAB39B	3.254153377	2.014800657	10.01581869	0.008541287	0.04011762
ENSG00000155962	CLIC2	-3.176694293	4.749665335	47.58320756	2.05E-05	0.001113913
ENSG00000155966	AFF2	-2.682191961	0.326288989	10.9621459	0.006548463	0.034008448
ENSG00000155970	MICU3	-2.68586103	2.357498377	11.55853326	0.005574348	0.03063667
ENSG00000155974	GRIP1	0.967805066	2.187498957	1.494107355	0.2460165	0.387930992
ENSG00000155975	VPS37A	0.687939832	5.510141788	1.820312027	0.203213807	0.338826716
ENSG00000155980	KIF5A	2.338040396	1.643880406	2.778167642	0.122506314	0.236253338
ENSG00000156006	NAT2	2.4975693	-2.121974082	3.807659608	0.075774956	0.169886829
ENSG00000156011	PSD3	-1.047688759	4.611213377	2.380131012	0.149915706	0.273131371
ENSG00000156017	CARNMT1	0.330832069	4.065226286	1.111541682	0.313371926	0.460895894
ENSG00000156026	MCU	-0.285118054	4.414873996	1.063891646	0.323512326	0.47157424
ENSG00000156030	ELMSAN1	0.076909595	5.836511018	0.044241019	0.837082425	0.89499948
ENSG00000156042	CFAP70	-0.489314119	2.162368675	0.785205553	0.393687523	0.540773555
ENSG00000156049	GNA14	-1.130179638	2.041663126	2.446868142	0.144817026	0.266790922
ENSG00000156050	FAM161B	1.944632196	4.448328479	5.191129185	0.042663292	0.114483384
ENSG00000156052	GNAQ	-1.094001567	6.670482037	2.616045641	0.132839126	0.250682904
ENSG00000156076	WIF1	-5.777986651	2.402227767	8.338070567	0.014160798	0.055112982
ENSG00000156096	UGT2B4	5.398186014	3.78368784	5.506002661	0.037774394	0.10562903
ENSG00000156097	GPR61	0.074150908	-2.664301658	0.016672754	0.899488703	0.938284799
ENSG00000156103	MMP16	-1.767921295	3.443743439	5.894033827	0.032642633	0.095437752
ENSG00000156110	ADK	0.220091535	5.064883712	0.59810113	0.454890749	0.597052636
ENSG00000156113	KCNMA1	-0.23690683	5.109208289	0.08419418	0.776852145	0.853464949
ENSG00000156127	BATF	2.40564828	3.220778239	10.49842342	0.007446977	0.036973192
ENSG00000156136	DCK	0.715094162	4.84895378	2.237849523	0.161569966	0.288205571
ENSG00000156140	ADAMTS3	-0.511186352	2.852505832	0.198844662	0.663925495	0.77166163
ENSG00000156162	DPY19L4	0.082240997	5.502037835	0.03063394	0.864100013	0.913927057
ENSG00000156170	NDUFAF6	1.90110555	4.596209523	17.88463115	0.001280526	0.012348288
ENSG00000156171	DRAM2	-0.959374663	6.215150034	7.819037647	0.016727374	0.061380874
ENSG00000156172	C8orf37	0.661396648	2.530655544	1.846231856	0.200248775	0.335080602
ENSG00000156206	CFAP161	-1.122695721	-2.539003605	2.35993191	0.151503605	0.275152537
ENSG00000156218	ADAMTSL3	-2.145066836	4.343805599	4.781395142	0.050217669	0.127976899
ENSG00000156219	ART3	-0.411761815	-1.318957513	0.123737937	0.731369677	0.820579719
ENSG00000156222	SLC28A1	0.023298871	-1.219679852	0.000576011	0.981263397	0.988482738
ENSG00000156232	WHAMM	-0.630013937	3.812670207	2.723390879	0.125881076	0.241159895
ENSG00000156234	CXCL13	3.709402662	6.069373529	2.266891057	0.159099955	0.284806429
ENSG00000156239	N6AMT1	0.300953295	3.724900063	0.65817379	0.43365856	0.577674042
ENSG00000156253	RWDD2B	0.368494487	4.774820632	1.453802785	0.252116043	0.394354979
ENSG00000156256	USP16	-0.54426028	5.611930259	3.758560516	0.077440869	0.172342528
ENSG00000156261	CCT8	0.881051482	7.46395118	15.30180483	0.002229903	0.017288917
ENSG00000156265	MAP3K7CL	-0.852973669	1.967707966	2.772637549	0.122841844	0.23674991
ENSG00000156273	BACH1	-0.735852459	5.13920644	4.540926026	0.055405005	0.1369341
ENSG00000156284	CLDN8	-1.423954759	3.146114465	0.613678593	0.449222554	0.592027485
ENSG00000156298	TSPAN7	-4.188961559	5.291154108	54.27927408	1.10E-05	0.000807527
ENSG00000156299	TIAM1	-1.08843308	3.488351551	4.73041862	0.051266546	0.129767131
ENSG00000156304	SCAF4	0.431443339	5.334953614	3.452793897	0.088888489	0.189626219
ENSG00000156313	RPGR	-0.843156932	3.355323236	4.605320299	0.053954829	0.134353814
ENSG00000156345	CDK20	1.311746913	2.750803415	10.50482813	0.00743361	0.036917828
ENSG00000156374	PCGF6	-0.552911089	3.069603717	1.946765501	0.18926822	0.321847093
ENSG00000156381	ANKRD9	0.252124073	3.722675212	0.237711212	0.635016304	0.747941031
ENSG00000156384	SFR1	0.177179045	2.792563035	0.136124732	0.71886031	0.811478846
ENSG00000156395	SORCS3	-4.34944279	-1.447625674	6.635299702	0.024974571	0.079790188
ENSG00000156398	SFXN2	1.745368349	4.348541342	10.56695259	0.007305414	0.036475435
ENSG00000156411	ATP5MPL	0.649877474	5.960041029	3.30634313	0.09510502	0.198521667
ENSG00000156413	FUT6	3.269081059	0.976843593	3.361093447	0.092720198	0.195169414
ENSG00000156414	TDRD9	1.164967432	1.364516496	0.656320316	0.434289172	0.578226053
